שעת_כניסה,שעת_יציאה,מספר_תעודת_זהות,שם_מלא,URGENCY,שם_תחנה,משאב,זמן_בתחנה,המתנה_בתחנה,המתנה_מצטברת
07:58,08:02,9000004001,עידו וקנין,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,4,0,0
08:02,08:17,9000004001,עידו וקנין,PERIOD_URGENT,מעבדה,מעבדה,15,0,0
08:13,08:19,9000004002,אביגיל שני,EXCEPTION_URGENT,עמדת מזכירות (חתימה),מזכירות,6,0,0
08:17,08:25,9000004001,עידו וקנין,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,8,0,0
08:19,08:43,9000004002,אביגיל שני,EXCEPTION_URGENT,רופא,רופא,24,0,0
08:20,09:01,9000004003,אורטל דהן,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,41,0,0
08:25,08:48,9000004001,עידו וקנין,PERIOD_URGENT,רופא,רופא,23,0,0
08:35,09:16,9000004004,ורד לביא,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,41,0,0
08:43,08:55,9000004002,אביגיל שני,EXCEPTION_URGENT,אחות,אחות,12,0,0
08:48,08:56,9000004001,עידו וקנין,PERIOD_URGENT,אחות,אחות,8,0,0
08:55,09:07,9000004002,אביגיל שני,EXCEPTION_URGENT,מעבדה,מעבדה,12,0,0
08:56,08:57,9000004001,עידו וקנין,PERIOD_URGENT,יציאה (הביתה),-,1,0,0
09:01,09:27,9000004003,אורטל דהן,INTAKE_NON_URGENT,רופא,רופא,26,0,0
09:01,09:45,9000004005,נויה גרוס,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,44,20,20
09:07,09:30,9000004002,אביגיל שני,EXCEPTION_URGENT,רופא (מעקב),רופא,23,0,0
09:16,09:37,9000004004,ורד לביא,INTAKE_NON_URGENT,רופא,רופא,21,0,0
09:16,09:57,9000004006,דור מלכה,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,41,24,24
09:27,09:35,9000004003,אורטל דהן,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,8,0,0
09:30,09:31,9000004002,אביגיל שני,EXCEPTION_URGENT,יציאה (הביתה),-,1,0,0
09:35,09:44,9000004003,אורטל דהן,INTAKE_NON_URGENT,אחות,אחות,9,0,0
09:37,09:43,9000004004,ורד לביא,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,6,0,0
09:43,09:55,9000004004,ורד לביא,INTAKE_NON_URGENT,אחות,אחות,12,0,0
09:44,10:14,9000004003,אורטל דהן,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,30,0,0
09:45,10:06,9000004005,נויה גרוס,INTAKE_NON_URGENT,רופא,רופא,21,0,20
09:45,09:51,9000004007,יונתן רז,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,6,41,41
09:51,10:16,9000004007,יונתן רז,INTAKE_NON_URGENT,רופא,רופא,25,0,41
09:51,09:57,9000004008,איתי שגיא,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,6,36,36
09:57,10:16,9000004006,דור מלכה,INTAKE_NON_URGENT,רופא,רופא,19,0,24
09:57,10:09,9000004008,איתי שגיא,PERIOD_URGENT,מעבדה,מעבדה,12,0,36
09:57,10:03,9000004009,עומר צור,EXCEPTION_URGENT,עמדת מזכירות (חתימה),מזכירות,6,31,31
09:57,10:02,9000004010,רועי גבע,EXCEPTION_URGENT,עמדת מזכירות (חתימה),מזכירות,5,20,20
10:02,10:08,9000004011,שקד ברזילי,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,6,16,16
10:03,10:07,9000004012,תמר אלוני,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,4,7,7
10:06,10:12,9000004005,נויה גרוס,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,6,0,20
10:06,10:32,9000004010,רועי גבע,EXCEPTION_URGENT,רופא,רופא,26,4,24
10:09,10:19,9000004011,שקד ברזילי,PERIOD_URGENT,מעבדה,מעבדה,10,1,17
10:12,10:20,9000004005,נויה גרוס,INTAKE_NON_URGENT,אחות,אחות,8,0,20
