שעת_כניסה,שעת_יציאה,מספר_תעודת_זהות,שם_מלא,URGENCY,שם_תחנה,משאב,זמן_בתחנה,המתנה_בתחנה,המתנה_מצטברת
8:00,8:52,900000001,רותם כהן,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,52,0,0
8:10,8:16,900000002,אורי לוי,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,6,0,0
8:16,8:43,900000002,אורי לוי,INTAKE_NON_URGENT,רופא,רופא,27,0,0
8:20,8:26,900000003,שירה מזרחי,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,6,0,0
8:26,8:46,900000003,שירה מזרחי,PERIOD_URGENT,מעבדה,מעבדה,20,0,0
8:30,9:22,900000004,יובל אברהם,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,52,0,0
8:43,8:49,900000002,אורי לוי,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,6,0,0
8:49,9:02,900000002,אורי לוי,INTAKE_NON_URGENT,אחות,אחות,13,0,0
8:49,8:57,900000003,שירה מזרחי,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,8,3,3
8:52,9:16,900000001,רותם כהן,INTAKE_NON_URGENT,רופא,רופא,24,0,0
8:52,8:57,900000005,טל בן דוד,EXCEPTION_URGENT,עמדת מזכירות (חתימה),מזכירות,5,17,17
8:57,9:21,900000003,שירה מזרחי,PERIOD_URGENT,רופא,רופא,24,0,3
8:57,9:25,900000005,טל בן דוד,EXCEPTION_URGENT,רופא,רופא,28,0,17
8:57,9:04,900000006,מאיה גולן,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,7,12,12
9:04,9:10,900000007,עידן שפירא,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,6,9,9
9:10,9:23,900000007,עידן שפירא,PERIOD_URGENT,מעבדה,מעבדה,13,0,9
9:10,10:00,900000008,נועה פרץ,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,50,5,5
9:16,9:23,900000001,רותם כהן,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,7,0,0
9:16,9:38,900000002,אורי לוי,INTAKE_NON_URGENT,רופא (מעקב),רופא,22,14,14
9:21,9:34,900000003,שירה מזרחי,PERIOD_URGENT,אחות,אחות,13,0,3
9:21,9:44,900000006,מאיה גולן,INTAKE_NON_URGENT,רופא,רופא,23,17,29
9:22,9:25,900000009,דניאל אזולאי,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,3,7,7
9:23,9:36,900000001,רותם כהן,INTAKE_NON_URGENT,אחות,אחות,13,0,0
9:23,9:31,900000007,עידן שפירא,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,8,0,9
9:25,9:49,900000004,יובל אברהם,INTAKE_NON_URGENT,רופא,רופא,24,3,3
9:25,9:39,900000005,טל בן דוד,EXCEPTION_URGENT,אחות,אחות,14,0,17
9:25,9:45,900000009,דניאל אזולאי,PERIOD_URGENT,מעבדה,מעבדה,20,0,7
9:30,9:37,900000010,ליאור נחום,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,7,0,0
9:34,9:35,900000003,שירה מזרחי,PERIOD_URGENT,יציאה (הביתה),-,1,0,3
9:36,10:05,900000001,רותם כהן,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,29,0,0
9:38,9:39,900000002,אורי לוי,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,14
9:38,10:05,900000007,עידן שפירא,PERIOD_URGENT,רופא,רופא,27,7,16
9:44,9:50,900000006,מאיה גולן,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,6,0,29
9:44,10:06,900000010,ליאור נחום,INTAKE_NON_URGENT,רופא,רופא,22,7,7
9:45,10:06,900000005,טל בן דוד,EXCEPTION_URGENT,מעבדה,מעבדה,21,6,23
9:45,9:51,900000011,הדר וייס,EXCEPTION_URGENT,עמדת מזכירות (חתימה),מזכירות,6,0,0
9:50,9:59,900000006,מאיה גולן,INTAKE_NON_URGENT,אחות,אחות,9,0,29
9:50,9:57,900000009,דניאל אזולאי,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,7,5,12
9:51,10:19,900000011,הדר וייס,EXCEPTION_URGENT,רופא,רופא,28,0,0
9:55,10:00,900000012,אלון קרני,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,5,0,0
9:57,10:05,900000004,יובל אברהם,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,8,8,11
10:05,10:14,900000004,יובל אברהם,INTAKE_NON_URGENT,אחות,אחות,9,0,11
10:05,10:19,900000007,עידן שפירא,PERIOD_URGENT,אחות,אחות,14,0,16
10:05,10:30,900000009,דניאל אזולאי,PERIOD_URGENT,רופא,רופא,25,8,20
10:06,10:36,900000006,מאיה גולן,INTAKE_NON_URGENT,רופא (מעקב),רופא,30,7,36
10:06,10:13,900000010,ליאור נחום,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,7,0,7
10:06,10:26,900000012,אלון קרני,PERIOD_URGENT,מעבדה,מעבדה,20,6,6
